Sr no,FILM NAME,Starcast,YOR,Language,LOT,GRADING,"FULL
MOVIE",SCENE,SONG,Ultra Bollywood,Ultra Movie Parlour,Bollywood Premium,Film City HD,Ultra Filmy,Bollywood 70s 80s,2000 Ki Filmein,Filmy Deewane,Ultra Classic,Indian cinema,Ultra Action Hits,Hindi Dubbed Movies,Ultra Movie Hub,90's Bollywood,Free TV ,South Ke Khiladi,South Hindi Dubbed,Movies with Subtitle,Hindi Thriller Movies,Playmovies,Hindi Movieplex,The Kapoors,Ladies Special,Filmy Duniya,Haste Raho,Bolly Shorts,Hansi Mazaak,Bollywood Dil se,Comedy Super Kings,Ultra Movie World,Ultra Cinema,Ajay Akshay Sunny,Dharam Paaji,Zabardast Action,Bollywood clips,Mahaguru Mithun,Sunny Deol Hits,Dumdaar Villains,Govinda No 1,90s Ke Hero,The Khans,Amitabh Special,Movie Climax,King Kader Khan,90s Ki Heroine,Bhakti Mein Shakti,Ultra Sports,Gaane Naye Purane,SuperHit Gaane,Dard Bhare Songs,Gaane Ke Jukebox,Romantic Gaane,90s Filmy Gaane,Gaane 70s 80s,Rafi Ke Gaane,Ultra Bollywood Songs,Kishore Kumar Songs,Lataji Ke Gaane,Old Hindi Songs,Facebook
713,PANAAH,"SIDDHARTH , NASEERUDDIN SHAH , JEET , PALLAVI JOSHI & PRAN",1992,HINDI,DINESH GANDHI,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
714,TEZAAB,"ANIL KAPOOR , MADHURI DIKSHIT , CHUNKEY PANDEY , ANUPAM KHER",1988,HINDI,DINESH GANDHI,A+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
715,ADVENTURES OF ALLADIN,"SACHIN, NAZNEEN, JAYSHREE, PAINTAL, RAZA MURAD",1978,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
716,ALI BABA & 40 THIEVES (SANJEEV KUMAR),"SANJEEV KUMAR, VIJAYA LAXMI, B.M.VYAS, TABASSUM",1966,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
717,ALIBABA & 40 THIEVES (SHAKILA),"SHAKILA, MAHIPAL, B.M.VYAS, S.N. TRIPATHI,",1954,HINDI,BASANT,C,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
718,ALLADIN & THE WONDERFUL LAMP,"MEENA KUMARI, MAHIPAL, S.N. TRIPATHI, B.M.VYAS",1952,HINDI,BASANT,C,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
719,BAGHDAD KA JADOO,"FEARLESS NADIA, JOHAN CAWAS, KRISHNA KUMARI, RATAN KUMAR",1956,HINDI,BASANT,C,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
720,CHAR DARVESH,"SAYEEDA KHAN, FEROZ KHAN, MUKRI , B.M.VYAS",1964,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
721,CIRCUS QUEEN,"HABIB, FEARLESS NADIA, JOHAN CAWAS, SHEELA KASHMIRI",1959,HINDI,BASANT,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
722,HANUMAN VIJAY,"ASHISH KUMAR, KANAN KAUSHAL, ASHA POTDAR, MANHAR DESAI, SUJATA, RAJ KUMAR",1974,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
723,HATIMTAI,"P. JAIRAJ, KRISHNA KUMARI, SHAKILA, S.N. TRIPATHI, B.M. VYAS",1956,HINDI,BASANT,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
724,JUNGLE KA JAWAHAR,"FEARLESS NADIA, DALPAT, SHYAM SUNDER, LEELA KUMARI, RAJANI, G. GOLDSTEIN, JOHN CAWAS",1953,HINDI,BASANT,C,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
725,KHILLARI,"FEARLESS NADIA, SHEIKH, SUJATA, W. M. KHAN, VISHWAS KUNTE, HABIB, SUZY, AMARNATH, DILIP RAJ, UMA",1968,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
726,LAXMI NARAYAN,"MEENA KUMARI, MAHIPAL, S.N. TRIPATHI, DALPAT .",1951,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
727,MAHABALI HANUMAN,"RAKESH PANDEY, KAVITA KIRAN, S N TRIPATHI, ANJANA, ARPANA, MANHAR DESAI, HERCULES, JAY SHREE T",1981,HINDI,BASANT,C,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
728,MAHASATI SAVITRI,"JAYSHREE GADKAR, UPENDRA TRIVEDI, ASHWINI KUMAR .",1982,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
729,MAYA BAZAR,"ANITA GUHA, RAJKUMAR PANDE, MAHIPAL , DALPAT .",1958,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
730,NISHAN,"SANJEEV KUMAR, NAZIMA, HELEN, PREM CHOPRA",1965,HINDI,BASANT,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
731,REPORTER RAJU,"FEROZ KHAN, CHITRA, JEEVANKALA, INDRA MANORAMA, SULOCHANA",1962,HINDI,BASANT,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
732,SAAT SAWAL YANE HAATIM TAI,"NAWAL KUMAR, HEENA KUMARI, SUJATA , JAYSHRI, JOHNNY WHISKY, MANHER DESAI, SHRIBHAGWAN",1971,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
733,SAMPOORNA RAMAYAN,"ANITA GUHA, MAHIPAL, SULOCHANA LATKAR, LALITA PAWAR, HELEN, ACHALA SACHDEV, KRISHNA KUMARI",1961,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
734,SHREE GANESH,"RAMESH DESAI, UMA DUTT, JEEVAN KALA, SAROJ KHAN, KRISHNA KUMARI, MAHIPAL, MASTER NANDKUMAR, NILOFAR, RAMAYAN TIWARI",1962,HINDI,BASANT,C,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
735,SHREE GANESH MAHIMA,"MAHIPAL, MEENA KUMARI, AMARNATH, MULCHAND, S N TRIPATHI, DALPAT",1950,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
736,SHREE KRISHNA LEELA,"HEENA KUMARI, SACHIN, JAYSHRI GADKAR, TABASSUM .",1970,HINDI,BASANT,C,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
737,SHREE RAM BHAKT HANUMAN,"TRILOK KAPOOR, S.N.TRIPATHI, SONA CHATERJEE",1948,HINDI,BASANT,C,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
738,TIGRESS,"NADIA, DALPAT, SONA CHATTERJEE, JAL KHAMBATA, PRAKASH, BOMAN SHROFF",1947,HINDI,BASANT,C,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
739,TOOFAN AUR BIJALEE,"ARVIND KUMAR, ZAHIRA, MOHAN CHOTI",1975,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
740,VEER BABHRUVAHAN,"AMARNATH, MRIDULA, ANANT PRABHU, B.M. VYAS",1950,HINDI,BASANT,C,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
741,VEER GHATOTKACHH OR SUREKHAHARAN (B/W),"SHAHU MODAK, MEENA KUMARI, SULOCHANA, NIRANJAN SHARMA",1949,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
742,ZABAK,"MAHIPAL, SHYAMA, SAHIRA, MANHAR DESAI , B.M.VYAS",1961,HINDI,BASANT,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
743,ZIMBO,"CHITRA, AZAD, KRISHNA KUMARI, ACHALA SACHDEV, DALPAT",1958,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
744,ZIMBO COMES TO TOWN,"CHITRA, AZAD, BHAGWAN, DALPAT",1960,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
745,ZIMBO FINDS SON,"AZAD, TABASUM, SACHIN, DALPAT, INDRA",1960,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
746,11 O'CLOCK,"FEARLESS NADIA, JOHAN CAWAS, AFTAB SAYANI AATISH.",1948,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
747,ATOM BOMB,"FEARLESS NADIA, JOHN CAWAS",1947,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
748,BACHPAN,"MAZHAR KHAN, CHANDRA PRABHA",1945,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
749,CHANDRASENA ALIAS `HANUMAN P. VI,"GIRIJA, MAHIPAL, B. M. M VYAS, SADHANA, KRISHNA KUMARI",1959,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
750,CIRCUSWALE,"FEARLESS NADIA, JOHAN CAWAS, DALPAT, SONA CHATTERJEE ,SHYAM SUNDER",1950,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
751,COMET/ DHUMKETU,"(HOMI WADIA LOT) FEARLESS NADIA, JOHAN CAWAS",1949,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
752,DAKU,"SHAMMI KAPOOR, SHASHI KALA, KULDEEP KAUR.",1955,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
753,DILER DAKU,"HABIB, NADIA, JOHN CAWAS, DALPAT",1957,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
754,FLYING PRINCE,"FEARLESS NADIA, JOHN CAWAS, BOMAN SHROFF, SONA CHATERJEE",1946,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
755,GULSANOBAR,"SHAMMI KAPOOR, SHYAMA , AGHA , RAJNI KAILASH, HABIB.",1953,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
756,HANUMAN CHALISA,"MAHIPAL, ANITA GUHA",1969,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
757,HANUMAN PATAL VIJAY,"MEENA KUMARI, MAHIPAL, BHAGWAN, S.N. TRIPATHI",1951,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
758,HUNTERWALI KE BETI,"NADIA, JOHAN CAWAS, SARDAR MANSOOR, RAJKUMARI, SAYANI",1943,HINDI,BASANT,B+,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
759,HURRYCAN HANSA,"NADIA, SARDAR MANSOOR, HUSN BANU, SAYANI AATISH",1937,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
760,HUSNA KA CHOR,"USHA KIRAN, MAHIPAL",1953,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
761,LUV KUSH,"ASSIM KUMAR, JAYSHREE GADKAR, BABLU, S.N. TRIPATHI, DALPAT",1967,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
762,MALA THE MIGHTY OR SHER-E-JUNGLE,"JOHN CAWAS, LEELA, DALPAT",1948,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
763,MAYA MAHAL,"FEARLESS NADIA, JOHN CAWAS, DALPAT, SONA CHATERJEE, ABDUL GHANI, LEELA KUMARI",1949,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
764,MOUJ,"PAHARI SANYAL, FEARLESS NADIA, KAUSHALYA",1943,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
765,NAVA DURGA,"USHA KIRAN, MAHIPAL, S. N. TRIPATHI, SULOCHANA CHATTERJEE, DALPAT, BHAGWAN",1953,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
766,PAK DAMAN,"CHITRA, SUDESH KIMAR, KRISHNA KUMARI, MOTI SAGAR",1957,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
767,PAWAN PUTRA HANUMAN (PARTLY COL),"MAHIPAL, ANITA GUHA, S. N. TRIPATHI, HELEN",1957,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
768,RAJA GOSAVISHI GOSTA(P. COL) (DUBBED),"RAJA GOSAWI, NEELAM",1958,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
769,SHER DIL,"NADIA, JOHN CAWAS, PRAKASH CHARUBALA , DALPAT",1954,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
770,SHER-E-BAGHDAD,"BOMAN SHROFF, SONA CHATERJEE, SARDAR MANSOOR, NADIA, JOHN CAWAS",1946,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
771,STUNT QUEEN,"DALPAT, NADIA, JOHN CAWAS, SHYAM SUNDER",1947,HINDI,BASANT,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
